direction,protocol,port,ip_address
inbound,tcp,1,160.240.0.0
inbound,tcp,1,160.240.0.80
inbound,tcp,1,160.240.0.160
inbound,tcp,1,160.240.0.240
inbound,tcp,1,160.240.80.0
inbound,tcp,1,160.240.80.80
inbound,tcp,1,160.240.80.160
inbound,tcp,1,160.240.80.240
inbound,tcp,1,160.240.160.0
inbound,tcp,1,160.240.160.80
inbound,tcp,1,160.240.160.160
inbound,tcp,1,160.240.160.240
inbound,tcp,1,160.240.240.0
inbound,tcp,1,160.240.240.80
inbound,tcp,1,160.240.240.160
inbound,tcp,1,160.240.240.240
inbound,tcp,1,240.0.0.0
inbound,tcp,1,240.0.0.80
inbound,tcp,1,240.0.0.160
inbound,tcp,1,240.0.0.240
inbound,tcp,1,240.0.80.0
inbound,tcp,1,240.0.80.80
inbound,tcp,1,240.0.80.160
inbound,tcp,1,240.0.80.240
inbound,tcp,1,240.0.160.0
inbound,tcp,1,240.0.160.80
inbound,tcp,1,240.0.160.160
inbound,tcp,1,240.0.160.240
inbound,tcp,1,240.0.240.0
inbound,tcp,1,240.0.240.80
inbound,tcp,1,240.0.240.160
inbound,tcp,1,240.0.240.240
inbound,tcp,1,240.80.0.0
inbound,tcp,1,240.80.0.80
inbound,tcp,1,240.80.0.160
inbound,tcp,1,240.80.0.240
inbound,tcp,1,240.80.80.0
inbound,tcp,1,240.80.80.80
inbound,tcp,1,240.80.80.160
inbound,tcp,1,240.80.80.240
inbound,tcp,1,240.80.160.0
inbound,tcp,1,240.80.160.80
inbound,tcp,1,240.80.160.160
inbound,tcp,1,240.80.160.240
inbound,tcp,1,240.80.240.0
inbound,tcp,1,240.80.240.80
inbound,tcp,1,240.80.240.160
inbound,tcp,1,240.80.240.240
inbound,tcp,1,240.160.0.0
inbound,tcp,1,240.160.0.80
inbound,tcp,1,240.160.0.160
inbound,tcp,1,240.160.0.240
inbound,tcp,1,240.160.80.0
inbound,tcp,1,240.160.80.80
inbound,tcp,1,240.160.80.160
inbound,tcp,1,240.160.80.240
inbound,tcp,1,240.160.160.0
inbound,tcp,1,240.160.160.80
inbound,tcp,1,240.160.160.160
inbound,tcp,1,240.160.160.240
inbound,tcp,1,240.160.240.0
inbound,tcp,1,240.160.240.80
inbound,tcp,1,240.160.240.160
inbound,tcp,1,240.160.240.240
inbound,tcp,1,240.240.0.0
inbound,tcp,1,240.240.0.80
inbound,tcp,1,240.240.0.160
inbound,tcp,1,240.240.0.240
inbound,tcp,1,240.240.80.0
inbound,tcp,1,240.240.80.80
inbound,tcp,1,240.240.80.160
inbound,tcp,1,240.240.80.240
inbound,tcp,1,240.240.160.0
inbound,tcp,1,240.240.160.80
inbound,tcp,1,240.240.160.160
inbound,tcp,1,240.240.160.240
inbound,tcp,1,240.240.240.0
inbound,tcp,1,240.240.240.80
inbound,tcp,1,240.240.240.160
inbound,tcp,1,240.240.240.240
inbound,tcp,1001,0.0.0.0
inbound,tcp,1001,0.0.0.80
inbound,tcp,1001,0.0.0.160
inbound,tcp,1001,0.0.0.240
inbound,tcp,1001,0.0.80.0
inbound,tcp,1001,0.0.80.80
inbound,tcp,1001,0.0.80.160
inbound,tcp,1001,0.0.80.240
inbound,tcp,1001,0.0.160.0
inbound,tcp,1001,0.0.160.80
inbound,tcp,1001,0.0.160.160
inbound,tcp,1001,0.0.160.240
inbound,tcp,1001,0.0.240.0
inbound,tcp,1001,0.0.240.80
inbound,tcp,1001,0.0.240.160
inbound,tcp,1001,0.0.240.240
inbound,tcp,1001,0.80.0.0
inbound,tcp,1001,0.80.0.80
inbound,tcp,1001,0.80.0.160
inbound,tcp,1001,0.80.0.240
inbound,tcp,1001,0.80.80.0
inbound,tcp,1001,0.80.80.80
inbound,tcp,1001,0.80.80.160
inbound,tcp,1001,0.80.80.240
inbound,tcp,1001,0.80.160.0
inbound,tcp,1001,0.80.160.80
inbound,tcp,1001,0.80.160.160
inbound,tcp,1001,0.80.160.240
inbound,tcp,1001,0.80.240.0
inbound,tcp,1001,0.80.240.80
inbound,tcp,1001,0.80.240.160
inbound,tcp,1001,0.80.240.240
inbound,tcp,1001,0.160.0.0
inbound,tcp,1001,0.160.0.80
inbound,tcp,1001,0.160.0.160
inbound,tcp,1001,0.160.0.240
inbound,tcp,1001,0.160.80.0
inbound,tcp,1001,0.160.80.80
inbound,tcp,1001,0.160.80.160
inbound,tcp,1001,0.160.80.240
inbound,tcp,1001,0.160.160.0
inbound,tcp,1001,0.160.160.80
inbound,tcp,1001,0.160.160.160
inbound,tcp,1001,0.160.160.240
inbound,tcp,1001,0.160.240.0
inbound,tcp,1001,0.160.240.80
inbound,tcp,1001,0.160.240.160
inbound,tcp,1001,0.160.240.240
inbound,tcp,1001,0.240.0.0
inbound,tcp,1001,0.240.0.80
inbound,tcp,1001,0.240.0.160
inbound,tcp,1001,0.240.0.240
inbound,tcp,1001,0.240.80.0
inbound,tcp,1001,0.240.80.80
inbound,tcp,1001,0.240.80.160
inbound,tcp,1001,0.240.80.240
inbound,tcp,1001,0.240.160.0
inbound,tcp,1001,0.240.160.80
inbound,tcp,1001,0.240.160.160
inbound,tcp,1001,0.240.160.240
inbound,tcp,1001,0.240.240.0
inbound,tcp,1001,0.240.240.80
inbound,tcp,1001,0.240.240.160
inbound,tcp,1001,0.240.240.240
inbound,tcp,1001,80.0.0.0
inbound,tcp,1001,80.0.0.80
inbound,tcp,1001,80.0.0.160
inbound,tcp,1001,80.0.0.240
inbound,tcp,1001,80.0.80.0
inbound,tcp,1001,80.0.80.80
inbound,tcp,1001,80.0.80.160
inbound,tcp,1001,80.0.80.240
inbound,tcp,1001,80.0.160.0
inbound,tcp,1001,80.0.160.80
inbound,tcp,1001,80.0.160.160
inbound,tcp,1001,80.0.160.240
inbound,tcp,1001,80.0.240.0
inbound,tcp,1001,80.0.240.80
inbound,tcp,1001,80.0.240.160
inbound,tcp,1001,80.0.240.240
inbound,tcp,1001,80.80.0.0
inbound,tcp,1001,80.80.0.80
inbound,tcp,1001,80.80.0.160
inbound,tcp,1001,80.80.0.240
inbound,tcp,1001,80.80.80.0
inbound,tcp,1001,80.80.80.80
inbound,tcp,1001,80.80.80.160
inbound,tcp,1001,80.80.80.240
inbound,tcp,1001,80.80.160.0
inbound,tcp,1001,80.80.160.80
inbound,tcp,1001,80.80.160.160
inbound,tcp,1001,80.80.160.240
inbound,tcp,1001,80.80.240.0
inbound,tcp,1001,80.80.240.80
inbound,tcp,1001,80.80.240.160
inbound,tcp,1001,80.80.240.240
inbound,tcp,1001,80.160.0.0
inbound,tcp,1001,80.160.0.80
inbound,tcp,1001,80.160.0.160
inbound,tcp,1001,80.160.0.240
inbound,tcp,1001,80.160.80.0
inbound,tcp,1001,80.160.80.80
inbound,tcp,1001,80.160.80.160
inbound,tcp,1001,80.160.80.240
inbound,tcp,1001,80.160.160.0
inbound,tcp,1001,80.160.160.80
inbound,tcp,1001,80.160.160.160
inbound,tcp,1001,80.160.160.240
inbound,tcp,1001,80.160.240.0
inbound,tcp,1001,80.160.240.80
inbound,tcp,1001,80.160.240.160
inbound,tcp,1001,80.160.240.240
inbound,tcp,1001,80.240.0.0
inbound,tcp,1001,80.240.0.80
inbound,tcp,1001,80.240.0.160
inbound,tcp,1001,80.240.0.240
inbound,tcp,1001,80.240.80.0
inbound,tcp,1001,80.240.80.80
inbound,tcp,1001,80.240.80.160
inbound,tcp,1001,80.240.80.240
inbound,tcp,1001,80.240.160.0
inbound,tcp,1001,80.240.160.80
inbound,tcp,1001,80.240.160.160
inbound,tcp,1001,80.240.160.240
inbound,tcp,1001,80.240.240.0
inbound,tcp,1001,80.240.240.80
inbound,tcp,1001,80.240.240.160
inbound,tcp,1001,80.240.240.240
inbound,tcp,1001,160.0.0.0
inbound,tcp,1001,160.0.0.80
inbound,tcp,1001,160.0.0.160
inbound,tcp,1001,160.0.0.240
inbound,tcp,1001,160.0.80.0
inbound,tcp,1001,160.0.80.80
inbound,tcp,1001,160.0.80.160
inbound,tcp,1001,160.0.80.240
inbound,tcp,1001,160.0.160.0
inbound,tcp,1001,160.0.160.80
inbound,tcp,1001,160.0.160.160
inbound,tcp,1001,160.0.160.240
inbound,tcp,1001,160.0.240.0
inbound,tcp,1001,160.0.240.80
inbound,tcp,1001,160.0.240.160
inbound,tcp,1001,160.0.240.240
inbound,tcp,1001,160.80.0.0
inbound,tcp,1001,160.80.0.80
inbound,tcp,1001,160.80.0.160
inbound,tcp,1001,160.80.0.240
inbound,tcp,1001,160.80.80.0
inbound,tcp,1001,160.80.80.80
inbound,tcp,1001,160.80.80.160
inbound,tcp,1001,160.80.80.240
inbound,tcp,1001,160.80.160.0
inbound,tcp,1001,160.80.160.80
inbound,tcp,1001,160.80.160.160
inbound,tcp,1001,160.80.160.240
inbound,tcp,1001,160.80.240.0
inbound,tcp,1001,160.80.240.80
inbound,tcp,1001,160.80.240.160
inbound,tcp,1001,160.80.240.240
inbound,tcp,1001,160.160.0.0
inbound,tcp,1001,160.160.0.80
inbound,tcp,1001,160.160.0.160
inbound,tcp,1001,160.160.0.240
inbound,tcp,1001,160.160.80.0
inbound,tcp,1001,160.160.80.80
inbound,tcp,1001,160.160.80.160
inbound,tcp,1001,160.160.80.240
inbound,tcp,1001,160.160.160.0
inbound,tcp,1001,160.160.160.80
inbound,tcp,1001,160.160.160.160
inbound,tcp,1001,160.160.160.240
inbound,tcp,1001,160.160.240.0
inbound,tcp,1001,160.160.240.80
inbound,tcp,1001,160.160.240.160
inbound,tcp,1001,160.160.240.240
inbound,tcp,1001,160.240.0.0
inbound,tcp,1001,160.240.0.80
inbound,tcp,1001,160.240.0.160
inbound,tcp,1001,160.240.0.240
inbound,tcp,1001,160.240.80.0
inbound,tcp,1001,160.240.80.80
inbound,tcp,1001,160.240.80.160
inbound,tcp,1001,160.240.80.240
inbound,tcp,1001,160.240.160.0
inbound,tcp,1001,160.240.160.80
inbound,tcp,1001,160.240.160.160
inbound,tcp,1001,160.240.160.240
inbound,tcp,1001,160.240.240.0
inbound,tcp,1001,160.240.240.80
inbound,tcp,1001,160.240.240.160
inbound,tcp,1001,160.240.240.240
inbound,tcp,1001,240.0.0.0
inbound,tcp,1001,240.0.0.80
inbound,tcp,1001,240.0.0.160
inbound,tcp,1001,240.0.0.240
inbound,tcp,1001,240.0.80.0
inbound,tcp,1001,240.0.80.80
inbound,tcp,1001,240.0.80.160
inbound,tcp,1001,240.0.80.240
inbound,tcp,1001,240.0.160.0
inbound,tcp,1001,240.0.160.80
inbound,tcp,1001,240.0.160.160
inbound,tcp,1001,240.0.160.240
inbound,tcp,1001,240.0.240.0
inbound,tcp,1001,240.0.240.80
inbound,tcp,1001,240.0.240.160
inbound,tcp,1001,240.0.240.240
inbound,tcp,1001,240.80.0.0
inbound,tcp,1001,240.80.0.80
inbound,tcp,1001,240.80.0.160
inbound,tcp,1001,240.80.0.240
inbound,tcp,1001,240.80.80.0
inbound,tcp,1001,240.80.80.80
inbound,tcp,1001,240.80.80.160
inbound,tcp,1001,240.80.80.240
inbound,tcp,1001,240.80.160.0
inbound,tcp,1001,240.80.160.80
inbound,tcp,1001,240.80.160.160
inbound,tcp,1001,240.80.160.240
inbound,tcp,1001,240.80.240.0
inbound,tcp,1001,240.80.240.80
inbound,tcp,1001,240.80.240.160
inbound,tcp,1001,240.80.240.240
inbound,tcp,1001,240.160.0.0
inbound,tcp,1001,240.160.0.80
inbound,tcp,1001,240.160.0.160
inbound,tcp,1001,240.160.0.240
inbound,tcp,1001,240.160.80.0
inbound,tcp,1001,240.160.80.80
inbound,tcp,1001,240.160.80.160
inbound,tcp,1001,240.160.80.240
inbound,tcp,1001,240.160.160.0
inbound,tcp,1001,240.160.160.80
inbound,tcp,1001,240.160.160.160
inbound,tcp,1001,240.160.160.240
inbound,tcp,1001,240.160.240.0
inbound,tcp,1001,240.160.240.80
inbound,tcp,1001,240.160.240.160
inbound,tcp,1001,240.160.240.240
inbound,tcp,1001,240.240.0.0
inbound,tcp,1001,240.240.0.80
inbound,tcp,1001,240.240.0.160
inbound,tcp,1001,240.240.0.240
inbound,tcp,1001,240.240.80.0
inbound,tcp,1001,240.240.80.80
inbound,tcp,1001,240.240.80.160
inbound,tcp,1001,240.240.80.240
inbound,tcp,1001,240.240.160.0
inbound,tcp,1001,240.240.160.80
inbound,tcp,1001,240.240.160.160
inbound,tcp,1001,240.240.160.240
inbound,tcp,1001,240.240.240.0
inbound,tcp,1001,240.240.240.80
inbound,tcp,1001,240.240.240.160
inbound,tcp,1001,240.240.240.240
inbound,tcp,2001,0.0.0.0
inbound,tcp,2001,0.0.0.80
inbound,tcp,2001,0.0.0.160
inbound,tcp,2001,0.0.0.240
inbound,tcp,2001,0.0.80.0
inbound,tcp,2001,0.0.80.80
inbound,tcp,2001,0.0.80.160
inbound,tcp,2001,0.0.80.240
inbound,tcp,2001,0.0.160.0
inbound,tcp,2001,0.0.160.80
inbound,tcp,2001,0.0.160.160
inbound,tcp,2001,0.0.160.240
inbound,tcp,2001,0.0.240.0
inbound,tcp,2001,0.0.240.80
inbound,tcp,2001,0.0.240.160
inbound,tcp,2001,0.0.240.240
inbound,tcp,2001,0.80.0.0
inbound,tcp,2001,0.80.0.80
inbound,tcp,2001,0.80.0.160
inbound,tcp,2001,0.80.0.240
inbound,tcp,2001,0.80.80.0
inbound,tcp,2001,0.80.80.80
inbound,tcp,2001,0.80.80.160
inbound,tcp,2001,0.80.80.240
inbound,tcp,2001,0.80.160.0
inbound,tcp,2001,0.80.160.80
inbound,tcp,2001,0.80.160.160
inbound,tcp,2001,0.80.160.240
inbound,tcp,2001,0.80.240.0
inbound,tcp,2001,0.80.240.80
inbound,tcp,2001,0.80.240.160
inbound,tcp,2001,0.80.240.240
inbound,tcp,2001,0.160.0.0
inbound,tcp,2001,0.160.0.80
inbound,tcp,2001,0.160.0.160
inbound,tcp,2001,0.160.0.240
inbound,tcp,2001,0.160.80.0
inbound,tcp,2001,0.160.80.80
inbound,tcp,2001,0.160.80.160
inbound,tcp,2001,0.160.80.240
inbound,tcp,2001,0.160.160.0
inbound,tcp,2001,0.160.160.80
inbound,tcp,2001,0.160.160.160
inbound,tcp,2001,0.160.160.240
inbound,tcp,2001,0.160.240.0
inbound,tcp,2001,0.160.240.80
inbound,tcp,2001,0.160.240.160
inbound,tcp,2001,0.160.240.240
inbound,tcp,2001,0.240.0.0
inbound,tcp,2001,0.240.0.80
inbound,tcp,2001,0.240.0.160
inbound,tcp,2001,0.240.0.240
inbound,tcp,2001,0.240.80.0
inbound,tcp,2001,0.240.80.80
inbound,tcp,2001,0.240.80.160
inbound,tcp,2001,0.240.80.240
inbound,tcp,2001,0.240.160.0
inbound,tcp,2001,0.240.160.80
inbound,tcp,2001,0.240.160.160
inbound,tcp,2001,0.240.160.240
inbound,tcp,2001,0.240.240.0
inbound,tcp,2001,0.240.240.80
inbound,tcp,2001,0.240.240.160
inbound,tcp,2001,0.240.240.240
inbound,tcp,2001,80.0.0.0
inbound,tcp,2001,80.0.0.80
inbound,tcp,2001,80.0.0.160
inbound,tcp,2001,80.0.0.240
inbound,tcp,2001,80.0.80.0
inbound,tcp,2001,80.0.80.80
inbound,tcp,2001,80.0.80.160
inbound,tcp,2001,80.0.80.240
inbound,tcp,2001,80.0.160.0
inbound,tcp,2001,80.0.160.80
inbound,tcp,2001,80.0.160.160
inbound,tcp,2001,80.0.160.240
inbound,tcp,2001,80.0.240.0
inbound,tcp,2001,80.0.240.80
inbound,tcp,2001,80.0.240.160
inbound,tcp,2001,80.0.240.240
inbound,tcp,2001,80.80.0.0
inbound,tcp,2001,80.80.0.80
inbound,tcp,2001,80.80.0.160
inbound,tcp,2001,80.80.0.240
inbound,tcp,2001,80.80.80.0
inbound,tcp,2001,80.80.80.80
inbound,tcp,2001,80.80.80.160
inbound,tcp,2001,80.80.80.240
inbound,tcp,2001,80.80.160.0
inbound,tcp,2001,80.80.160.80
inbound,tcp,2001,80.80.160.160
inbound,tcp,2001,80.80.160.240
inbound,tcp,2001,80.80.240.0
inbound,tcp,2001,80.80.240.80
inbound,tcp,2001,80.80.240.160
inbound,tcp,2001,80.80.240.240
inbound,tcp,2001,80.160.0.0
inbound,tcp,2001,80.160.0.80
inbound,tcp,2001,80.160.0.160
inbound,tcp,2001,80.160.0.240
inbound,tcp,2001,80.160.80.0
inbound,tcp,2001,80.160.80.80
inbound,tcp,2001,80.160.80.160
inbound,tcp,2001,80.160.80.240
inbound,tcp,2001,80.160.160.0
inbound,tcp,2001,80.160.160.80
inbound,tcp,2001,80.160.160.160
inbound,tcp,2001,80.160.160.240
inbound,tcp,2001,80.160.240.0
inbound,tcp,2001,80.160.240.80
inbound,tcp,2001,80.160.240.160
inbound,tcp,2001,80.160.240.240
inbound,tcp,2001,80.240.0.0
inbound,tcp,2001,80.240.0.80
inbound,tcp,2001,80.240.0.160
inbound,tcp,2001,80.240.0.240
inbound,tcp,2001,80.240.80.0
inbound,tcp,2001,80.240.80.80
inbound,tcp,2001,80.240.80.160
inbound,tcp,2001,80.240.80.240
inbound,tcp,2001,80.240.160.0
inbound,tcp,2001,80.240.160.80
inbound,tcp,2001,80.240.160.160
inbound,tcp,2001,80.240.160.240
inbound,tcp,2001,80.240.240.0
inbound,tcp,2001,80.240.240.80
inbound,tcp,2001,80.240.240.160
inbound,tcp,2001,80.240.240.240
inbound,tcp,2001,160.0.0.0
inbound,tcp,2001,160.0.0.80
inbound,tcp,2001,160.0.0.160
inbound,tcp,2001,160.0.0.240
inbound,tcp,2001,160.0.80.0
inbound,tcp,2001,160.0.80.80
inbound,tcp,2001,160.0.80.160
inbound,tcp,2001,160.0.80.240
inbound,tcp,2001,160.0.160.0
inbound,tcp,2001,160.0.160.80
inbound,tcp,2001,160.0.160.160
inbound,tcp,2001,160.0.160.240
inbound,tcp,2001,160.0.240.0
inbound,tcp,2001,160.0.240.80
inbound,tcp,2001,160.0.240.160
inbound,tcp,2001,160.0.240.240
inbound,tcp,2001,160.80.0.0
inbound,tcp,2001,160.80.0.80
inbound,tcp,2001,160.80.0.160
inbound,tcp,2001,160.80.0.240
inbound,tcp,2001,160.80.80.0
inbound,tcp,2001,160.80.80.80
inbound,tcp,2001,160.80.80.160
inbound,tcp,2001,160.80.80.240
inbound,tcp,2001,160.80.160.0
inbound,tcp,2001,160.80.160.80
inbound,tcp,2001,160.80.160.160
inbound,tcp,2001,160.80.160.240
inbound,tcp,2001,160.80.240.0
inbound,tcp,2001,160.80.240.80
inbound,tcp,2001,160.80.240.160
inbound,tcp,2001,160.80.240.240
inbound,tcp,2001,160.160.0.0
inbound,tcp,2001,160.160.0.80
inbound,tcp,2001,160.160.0.160
inbound,tcp,2001,160.160.0.240
inbound,tcp,2001,160.160.80.0
inbound,tcp,2001,160.160.80.80
inbound,tcp,2001,160.160.80.160
inbound,tcp,2001,160.160.80.240
inbound,tcp,2001,160.160.160.0
inbound,tcp,2001,160.160.160.80
inbound,tcp,2001,160.160.160.160
inbound,tcp,2001,160.160.160.240
inbound,tcp,2001,160.160.240.0
inbound,tcp,2001,160.160.240.80
inbound,tcp,2001,160.160.240.160
inbound,tcp,2001,160.160.240.240
inbound,tcp,2001,160.240.0.0
inbound,tcp,2001,160.240.0.80
inbound,tcp,2001,160.240.0.160
inbound,tcp,2001,160.240.0.240
inbound,tcp,2001,160.240.80.0
inbound,tcp,2001,160.240.80.80
inbound,tcp,2001,160.240.80.160
inbound,tcp,2001,160.240.80.240
inbound,tcp,2001,160.240.160.0
inbound,tcp,2001,160.240.160.80
inbound,tcp,2001,160.240.160.160
inbound,tcp,2001,160.240.160.240
inbound,tcp,2001,160.240.240.0
inbound,tcp,2001,160.240.240.80
inbound,tcp,2001,160.240.240.160
inbound,tcp,2001,160.240.240.240
inbound,tcp,2001,240.0.0.0
inbound,tcp,2001,240.0.0.80
inbound,tcp,2001,240.0.0.160
inbound,tcp,2001,240.0.0.240
inbound,tcp,2001,240.0.80.0
inbound,tcp,2001,240.0.80.80
inbound,tcp,2001,240.0.80.160
inbound,tcp,2001,240.0.80.240
inbound,tcp,2001,240.0.160.0
inbound,tcp,2001,240.0.160.80
inbound,tcp,2001,240.0.160.160
inbound,tcp,2001,240.0.160.240
inbound,tcp,2001,240.0.240.0
inbound,tcp,2001,240.0.240.80
inbound,tcp,2001,240.0.240.160
inbound,tcp,2001,240.0.240.240
inbound,tcp,2001,240.80.0.0
inbound,tcp,2001,240.80.0.80
inbound,tcp,2001,240.80.0.160
inbound,tcp,2001,240.80.0.240
inbound,tcp,2001,240.80.80.0
inbound,tcp,2001,240.80.80.80
inbound,tcp,2001,240.80.80.160
inbound,tcp,2001,240.80.80.240
inbound,tcp,2001,240.80.160.0
inbound,tcp,2001,240.80.160.80
inbound,tcp,2001,240.80.160.160
inbound,tcp,2001,240.80.160.240
inbound,tcp,2001,240.80.240.0
inbound,tcp,2001,240.80.240.80
inbound,tcp,2001,240.80.240.160
inbound,tcp,2001,240.80.240.240
inbound,tcp,2001,240.160.0.0
inbound,tcp,2001,240.160.0.80
inbound,tcp,2001,240.160.0.160
inbound,tcp,2001,240.160.0.240
inbound,tcp,2001,240.160.80.0
inbound,tcp,2001,240.160.80.80
inbound,tcp,2001,240.160.80.160
inbound,tcp,2001,240.160.80.240
inbound,tcp,2001,240.160.160.0
inbound,tcp,2001,240.160.160.80
inbound,tcp,2001,240.160.160.160
inbound,tcp,2001,240.160.160.240
